1105022024446954311                                      ARQUIVOCAIXA1234500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2100000000688501012022202204151716366                                                     Cristiano Ronaldo3112196900000006885                                                        Josefa Pereira01000240.62100502202431122024000000000000000000005555774064CD95503447000405510000000
2100000000688601012022202223392392239                                                       Carlos Fabrício3112196900000006886                                                        Josefa Pereira01000191.39070502202431122024000000000000000000005555859766CC09881837770662310000000
2100000000688701012022202261766555996                                                        Maria da Silva3112196900000006887                                                       Roberta Barbosa01000984.44050502202431122024000000000000000000000000137541CC01264584695200530000000
2100000000688801012022202243336744019                                                       Carlos Fabrício3112196900000006888                                                      Joana dos Santos01000178.21060502202431122024000000000000000000005555033017PP35458063718646210000000
2100000000688901012022202229349253054                                                        Josefa Pereira3112196900000006889                                                        Josefa Pereira01000428.11070502202431122024000000000000000000000000332457PP65583930629988910000000
2100000000689001012022202226909775930                                                        Pedro Monteiro3112196900000006890                                                        Maria da Silva01000525.96050502202431122024000000000000000000000000478765PP40106381324885230000000
2100000000689101012022202284874827913                                                        Pedro Monteiro3112196900000006891                                                        Josefa Pereira01000317.35070502202431122024000000000000000000005555791650CD07388109117407720000000
2100000000689201012022202212599581599                                                       Roberta Barbosa3112196900000006892                                                       Roberta Barbosa01000796.88020502202431122024000000000000000000005555180783CC32744516652571130000000
2100000000689301012022202267143794819                                                          Alan Barbosa3112196900000006893                                                      Joana dos Santos01000057.86060502202431122024000000000000000000005555648903CD31505787255556730000000
2100000000689401012022202264731767843                                                     Cristiano Ronaldo3112196900000006894                                                      Joana dos Santos01000716.37090502202431122024000000000000000000000000408352CC26799608112083130000000
2100000000689501012022202202381259113                                                          Alan Barbosa3112196900000006895                                                        Maria da Silva01000751.75060502202431122024000000000000000000005555421254PP84416171935518620000000
2100000000689601012022202205880542201                                                       Roberta Barbosa3112196900000006896                                                       Roberta Barbosa01000952.95020502202431122024000000000000000000009999200105PP45437630230160430000000
2100000000689701012022202203746588710                                                       Carlos Fabrício3112196900000006897                                                        Maria da Silva01000089.11080502202431122024000000000000000000009999425942CD40210502034481810000000
2100000000689801012022202200185521517                                                        Pedro Monteiro3112196900000006898                                                      Joana dos Santos01000196.32020502202431122024000000000000000000005555857329CC79159273622699730000000
2100000000689901012022202232210062445                                                        Josefa Pereira3112196900000006899                                                       Roberta Barbosa01000313.61010502202431122024000000000000000000009999619709CC85042383447161410000000
2100000000690001012022202295169211754                                                        Maria da Silva3112196900000006900                                                       Roberta Barbosa01000482.10020502202431122024000000000000000000005555405018PP84677629145102110000000
2100000000690101012022202281762425636                                                          Alan Barbosa3112196900000006901                                                        Maria da Silva01000560.84120502202431122024000000000000000000005555975114PP49841150530083010000000
2100000000690201012022202235303597958                                                     Cristiano Ronaldo3112196900000006902                                                        Josefa Pereira01001189.13030502202431122024000000000000000000000000673592CC87060449982581030000000
2100000000690301012022202264733330250                                                     Cristiano Ronaldo3112196900000006903                                                      Joana dos Santos01000406.86100502202431122024000000000000000000005555021234PP06430217722176320000000
2100000000690401012022202206816079189                                                       Carlos Fabrício3112196900000006904                                                       Roberta Barbosa01001008.44040502202431122024000000000000000000005555428774PP44671697901976910000000
2100000000690501012022202273282501424                                                      Joana dos Santos3112196900000006905                                                      Joana dos Santos01001057.77010502202431122024000000000000000000000000489224PP42354749513575420000000
2100000000690601012022202238967149183                                                      Joana dos Santos3112196900000006906                                                       Roberta Barbosa01000737.90090502202431122024000000000000000000000000138680PP09071727116132630000000
2100000000690701012022202229733725575                                                       Carlos Fabrício3112196900000006907                                                      Joana dos Santos01000320.63090502202431122024000000000000000000005555970310CD75608791500891030000000
2100000000690801012022202214285066160                                                       Roberta Barbosa3112196900000006908                                                      Joana dos Santos01000945.60030502202431122024000000000000000000005555892935CC95828427991968830000000
2100000000690901012022202255273589173                                                          Alan Barbosa3112196900000006909                                                      Joana dos Santos01000078.15020502202431122024000000000000000000009999028236CC94994727409906020000000
2100000000691001012022202203774222601                                                       Roberta Barbosa3112196900000006910                                                       Roberta Barbosa01000904.39090502202431122024000000000000000000005555425320PP64360404353520410000000
2100000000691101012022202232782273319                                                        Josefa Pereira3112196900000006911                                                        Maria da Silva01001053.69010502202431122024000000000000000000005555936377PP06979270402450330000000
2100000000691201012022202225827471082                                                          Alan Barbosa3112196900000006912                                                      Joana dos Santos01000867.28120502202431122024000000000000000000005555263322CC66392621054185020000000
2100000000691301012022202286679705216                                                          Alan Barbosa3112196900000006913                                                        Maria da Silva01000018.59070502202431122024000000000000000000009999354806CC78897470005250920000000
2100000000691401012022202279376788541                                                        Maria da Silva3112196900000006914                                                      Joana dos Santos01000936.59020502202431122024000000000000000000009999450601CC96269558366537130000000
2100000000691501012022202202569982241                                                        Pedro Monteiro3112196900000006915                                                      Joana dos Santos01000807.64040502202431122024000000000000000000005555216359PP46357054347698930000000
2100000000691601012022202257313927879                                                        Josefa Pereira3112196900000006916                                                        Maria da Silva01000104.39020502202431122024000000000000000000005555125058CC28137035103978110000000
2100000000691701012022202249066314797                                                       Carlos Fabrício3112196900000006917                                                        Maria da Silva01000865.02010502202431122024000000000000000000000000681249CC15085336738716330000000
2100000000691801012022202215776269376                                                      Joana dos Santos3112196900000006918                                                      Joana dos Santos01000685.87020502202431122024000000000000000000000000767386PP83788897227136930000000
2100000000691901012022202206182715473                                                      Victor Czarnobay3112196900000006919                                                        Maria da Silva01000453.79010502202431122024000000000000000000005555302636PP87051897289498830000000
2100000000692001012022202279631326537                                                          Alan Barbosa3112196900000006920                                                      Joana dos Santos01001170.50050502202431122024000000000000000000000000920508PP27336938195996330000000
2100000000692101012022202297174772376                                                       Carlos Fabrício3112196900000006921                                                        Josefa Pereira01000370.74100502202431122024000000000000000000000000610714PP63487725745798910000000
2100000000692201012022202233125919934                                                      Victor Czarnobay3112196900000006922                                                        Maria da Silva01001117.53120502202431122024000000000000000000000000950268CD10316985532321810000000
2100000000692301012022202280739590850                                                       Roberta Barbosa3112196900000006923                                                      Joana dos Santos01000483.66030502202431122024000000000000000000009999137260CD02064268261423830000000
2100000000692401012022202269914147740                                                          Alan Barbosa3112196900000006924                                                       Roberta Barbosa01001145.87050502202431122024000000000000000000000000765712PP08497246779489010000000
2100000000692501012022202221877749912                                                        Maria da Silva3112196900000006925                                                        Josefa Pereira01000546.59120502202431122024000000000000000000000000725140CD44025045324735020000000
2100000000692601012022202284014812936                                                          Alan Barbosa3112196900000006926                                                       Roberta Barbosa01000251.99080502202431122024000000000000000000009999016595PP84104983122523610000000
2100000000692701012022202277123883162                                                       Carlos Fabrício3112196900000006927                                                        Maria da Silva01000942.94040502202431122024000000000000000000005555617923CC75353797528599130000000
2100000000692801012022202214772804120                                                      Victor Czarnobay3112196900000006928                                                      Joana dos Santos01001047.85070502202431122024000000000000000000000000356730CD65839645071296830000000
2100000000692901012022202276633753577                                                       Roberta Barbosa3112196900000006929                                                        Josefa Pereira01001157.57070502202431122024000000000000000000009999660512CD25239924255292020000000
2100000000693001012022202229469682631                                                       Carlos Fabrício3112196900000006930                                                        Josefa Pereira01000520.99020502202431122024000000000000000000005555704651PP63569182927237410000000
2100000000693101012022202204264090505                                                      Joana dos Santos3112196900000006931                                                       Roberta Barbosa01000436.00050502202431122024000000000000000000009999416300CC71999008909635120000000
2100000000693201012022202208700713034                                                       Carlos Fabrício3112196900000006932                                                       Roberta Barbosa01000927.80040502202431122024000000000000000000000000138464CD30959046012311320000000
2100000000693301012022202275229852448                                                       Carlos Fabrício3112196900000006933                                                      Joana dos Santos01000085.76040502202431122024000000000000000000000000868194PP61417581833035620000000
2100000000693401012022202292463790690                                                      Victor Czarnobay3112196900000006934                                                       Roberta Barbosa01000704.85050502202431122024000000000000000000009999464648PP79489654882320430000000
2100000000693501012022202279175718391                                                     Cristiano Ronaldo3112196900000006935                                                       Roberta Barbosa01001072.07030502202431122024000000000000000000005555204592PP72955596761916920000000
2100000000693601012022202237220736761                                                          Alan Barbosa3112196900000006936                                                        Josefa Pereira01001180.47050502202431122024000000000000000000005555183136PP57449598996434720000000
2100000000693701012022202258744069901                                                      Victor Czarnobay3112196900000006937                                                       Roberta Barbosa01000310.88010502202431122024000000000000000000005555235369PP52596914699473830000000
2100000000693801012022202247593771327                                                     Cristiano Ronaldo3112196900000006938                                                        Maria da Silva01000249.25030502202431122024000000000000000000005555829150CC88649820837440930000000
2100000000693901012022202243567850354                                                      Joana dos Santos3112196900000006939                                                      Joana dos Santos01000003.36100502202431122024000000000000000000005555180411CC60396832281357130000000
2100000000694001012022202239261705843                                                     Cristiano Ronaldo3112196900000006940                                                      Joana dos Santos01000995.37110502202431122024000000000000000000000000902203PP10491766536823730000000
2100000000694101012022202264373404770                                                       Carlos Fabrício3112196900000006941                                                        Josefa Pereira01000518.89050502202431122024000000000000000000000000716357PP07017295223024210000000
2100000000694201012022202234860696719                                                       Carlos Fabrício3112196900000006942                                                       Roberta Barbosa01001121.03120502202431122024000000000000000000005555208589CD63002455632736430000000
2100000000694301012022202251767724535                                                      Joana dos Santos3112196900000006943                                                       Roberta Barbosa01000990.47060502202431122024000000000000000000000000952729CD84835265464718210000000
2100000000694401012022202249678215886                                                      Joana dos Santos3112196900000006944                                                        Josefa Pereira01000958.75010502202431122024000000000000000000009999539828CD97815400595478430000000
2100000000694501012022202260869761693                                                        Pedro Monteiro3112196900000006945                                                       Roberta Barbosa01001155.41090502202431122024000000000000000000005555854041PP75962046696650610000000
2100000000694601012022202225231838925                                                      Victor Czarnobay3112196900000006946                                                        Josefa Pereira01001194.27020502202431122024000000000000000000005555426091PP30120344634138030000000
2100000000694701012022202231033918704                                                      Victor Czarnobay3112196900000006947                                                      Joana dos Santos01000174.69050502202431122024000000000000000000000000620315CD63116560651164430000000
2100000000694801012022202248298105192                                                     Cristiano Ronaldo3112196900000006948                                                      Joana dos Santos01000644.81050502202431122024000000000000000000000000083097CC25700363306111010000000
2100000000694901012022202272808331211                                                       Carlos Fabrício3112196900000006949                                                      Joana dos Santos01001210.84040502202431122024000000000000000000000000280236CC96462052938676210000000
2100000000695001012022202235523498307                                                     Cristiano Ronaldo3112196900000006950                                                       Roberta Barbosa01000413.65120502202431122024000000000000000000000000497566CC41463374586746610000000
2100000000695101012022202237387011880                                                        Josefa Pereira3112196900000006951                                                       Roberta Barbosa01001192.89050502202431122024000000000000000000000000126793PP24155128057665010000000
2100000000695201012022202259849875654                                                     Cristiano Ronaldo3112196900000006952                                                      Joana dos Santos01000904.10020502202431122024000000000000000000005555324822CD25282729044493130000000
2100000000695301012022202234143054825                                                       Carlos Fabrício3112196900000006953                                                       Roberta Barbosa01000833.34030502202431122024000000000000000000000000219938CC43819673872014430000000
2100000000695401012022202208364481614                                                        Josefa Pereira3112196900000006954                                                       Roberta Barbosa01001031.39060502202431122024000000000000000000000000630528PP14780260339340120000000
2100000000695501012022202257441429935                                                      Joana dos Santos3112196900000006955                                                       Roberta Barbosa01000355.08090502202431122024000000000000000000005555059733PP88095195495415630000000
2100000000695601012022202207914937288                                                       Carlos Fabrício3112196900000006956                                                        Josefa Pereira01000008.64120502202431122024000000000000000000000000317297CC37196416962773930000000
2100000000695701012022202223513553304                                                     Cristiano Ronaldo3112196900000006957                                                      Joana dos Santos01000067.02070502202431122024000000000000000000000000276313PP72409895029735310000000
2100000000695801012022202297223167063                                                        Josefa Pereira3112196900000006958                                                       Roberta Barbosa01000755.60090502202431122024000000000000000000005555234874CD50957548299501430000000
2100000000695901012022202218338962346                                                          Alan Barbosa3112196900000006959                                                       Roberta Barbosa01000985.87080502202431122024000000000000000000009999671319PP49265015242819810000000
2100000000696001012022202272943526282                                                       Carlos Fabrício3112196900000006960                                                        Maria da Silva01001186.45070502202431122024000000000000000000000000397947PP40759719120893030000000
2100000000696101012022202252897840449                                                          Alan Barbosa3112196900000006961                                                        Josefa Pereira01000679.66040502202431122024000000000000000000009999815438PP98508618462673830000000
2100000000696201012022202200685362723                                                       Carlos Fabrício3112196900000006962                                                       Roberta Barbosa01000209.77090502202431122024000000000000000000005555717956CD35447448476935710000000
2100000000696301012022202287674858554                                                        Pedro Monteiro3112196900000006963                                                        Maria da Silva01000609.20110502202431122024000000000000000000000000947099CD34724443225919330000000
2100000000696401012022202266236555412                                                      Victor Czarnobay3112196900000006964                                                        Josefa Pereira01000473.27070502202431122024000000000000000000000000776141CC66477342857905030000000
2100000000696501012022202205118008564                                                        Josefa Pereira3112196900000006965                                                       Roberta Barbosa01000824.57040502202431122024000000000000000000005555346801CC10935299460688020000000
2100000000696601012022202218260229305                                                      Joana dos Santos3112196900000006966                                                        Maria da Silva01000793.84070502202431122024000000000000000000005555800343CC74520107614854130000000
2100000000696701012022202213110601191                                                       Roberta Barbosa3112196900000006967                                                        Josefa Pereira01000468.94050502202431122024000000000000000000005555992347CC75215065558805430000000
2100000000696801012022202258796317242                                                      Joana dos Santos3112196900000006968                                                        Maria da Silva01000398.96010502202431122024000000000000000000005555192804PP43919260936414410000000
2100000000696901012022202232206261607                                                          Alan Barbosa3112196900000006969                                                        Maria da Silva01000671.64110502202431122024000000000000000000000000122848CD67595947521174620000000
2100000000697001012022202257563229769                                                        Josefa Pereira3112196900000006970                                                        Maria da Silva01001001.27040502202431122024000000000000000000009999268768CC05165726800474210000000
2100000000697101012022202289335467485                                                          Alan Barbosa3112196900000006971                                                        Josefa Pereira01000381.77080502202431122024000000000000000000005555431859CD58868419745089010000000
2100000000697201012022202225919043459                                                        Maria da Silva3112196900000006972                                                        Josefa Pereira01000019.92050502202431122024000000000000000000009999009000CC66551565166743710000000
2100000000697301012022202210605894900                                                      Victor Czarnobay3112196900000006973                                                        Maria da Silva01000607.70030502202431122024000000000000000000000000600826CD45547175942675420000000
2100000000697401012022202218749588742                                                      Victor Czarnobay3112196900000006974                                                      Joana dos Santos01000683.34030502202431122024000000000000000000005555960852PP76934009352265810000000
2100000000697501012022202258832827972                                                      Joana dos Santos3112196900000006975                                                       Roberta Barbosa01001034.10040502202431122024000000000000000000005555190982CD90783054371350110000000
2100000000697601012022202293733191694                                                       Carlos Fabrício3112196900000006976                                                        Maria da Silva01001065.28110502202431122024000000000000000000005555631070PP72013152681107820000000
2100000000697701012022202251920165221                                                        Josefa Pereira3112196900000006977                                                       Roberta Barbosa01000612.38060502202431122024000000000000000000005555391454CC30363309813823820000000
2100000000697801012022202290365797864                                                       Roberta Barbosa3112196900000006978                                                        Maria da Silva01000711.78040502202431122024000000000000000000009999431848CD97576089971335130000000
2100000000697901012022202246369936667                                                      Joana dos Santos3112196900000006979                                                      Joana dos Santos01000195.38040502202431122024000000000000000000009999894637CC10938437072537510000000
2100000000698001012022202265314995383                                                       Carlos Fabrício3112196900000006980                                                       Roberta Barbosa01000359.62050502202431122024000000000000000000005555792980CD68846009245821410000000
2100000000698101012022202287019290488                                                       Carlos Fabrício3112196900000006981                                                      Joana dos Santos01000111.43050502202431122024000000000000000000000000553355CD39393105184035930000000
2100000000698201012022202240280852661                                                        Maria da Silva3112196900000006982                                                        Josefa Pereira01000340.42120502202431122024000000000000000000000000748922CD50270579709924430000000
2100000000698301012022202274778250729                                                        Pedro Monteiro3112196900000006983                                                        Maria da Silva01000008.88070502202431122024000000000000000000000000833365CC75680069139631310000000
2100000000698401012022202282114626078                                                      Victor Czarnobay3112196900000006984                                                        Maria da Silva01000091.96050502202431122024000000000000000000009999800651PP33019716613730710000000
2100000000698501012022202248108444264                                                       Carlos Fabrício3112196900000006985                                                        Maria da Silva01000475.81080502202431122024000000000000000000000000151252CC15073697921177230000000
2100000000698601012022202235170720946                                                          Alan Barbosa3112196900000006986                                                       Roberta Barbosa01000427.80120502202431122024000000000000000000000000696133CD25961415077593520000000
2100000000698701012022202292731735483                                                        Pedro Monteiro3112196900000006987                                                       Roberta Barbosa01000684.40090502202431122024000000000000000000000000653508CC05058442764500830000000
2100000000698801012022202252639219832                                                       Roberta Barbosa3112196900000006988                                                        Maria da Silva01000850.99020502202431122024000000000000000000009999971158CD82646495975172920000000
2100000000698901012022202218147115100                                                      Joana dos Santos3112196900000006989                                                      Joana dos Santos01000315.61060502202431122024000000000000000000000000636211CC93870753916963130000000
2100000000699001012022202214134079819                                                     Cristiano Ronaldo3112196900000006990                                                        Maria da Silva01000860.54080502202431122024000000000000000000000000660898PP86915668560292330000000
2100000000699101012022202246537603601                                                       Roberta Barbosa3112196900000006991                                                        Maria da Silva01000401.08040502202431122024000000000000000000005555802755PP79680415398920430000000
2100000000699201012022202273815327814                                                        Josefa Pereira3112196900000006992                                                       Roberta Barbosa01000581.86070502202431122024000000000000000000009999389327CD21900334694295630000000
2100000000699301012022202265731885582                                                        Maria da Silva3112196900000006993                                                        Josefa Pereira01000327.73060502202431122024000000000000000000005555793902PP04816905800280810000000
2100000000699401012022202210350293551                                                        Maria da Silva3112196900000006994                                                        Josefa Pereira01000501.11070502202431122024000000000000000000000000442989CC76250901751881420000000
2100000000699501012022202234940872161                                                       Carlos Fabrício3112196900000006995                                                        Maria da Silva01000551.47120502202431122024000000000000000000005555034560PP32002650606003810000000
2100000000699601012022202243473032338                                                      Victor Czarnobay3112196900000006996                                                       Roberta Barbosa01000383.36070502202431122024000000000000000000009999203620CD16167427929045710000000
2100000000699701012022202291580997027                                                       Carlos Fabrício3112196900000006997                                                       Roberta Barbosa01000407.49080502202431122024000000000000000000000000623965PP40397901258369420000000
2100000000699801012022202269217012850                                                          Alan Barbosa3112196900000006998                                                       Roberta Barbosa01000152.10090502202431122024000000000000000000009999049368CC77039304091607430000000
2100000000699901012022202210114097434                                                          Alan Barbosa3112196900000006999                                                      Joana dos Santos01000808.75090502202431122024000000000000000000000000760141CC32356303331456020000000
2100000000700001012022202283068891025                                                      Joana dos Santos3112196900000007000                                                      Joana dos Santos01000869.78030502202431122024000000000000000000005555168202PP31873816376600410000000
2100000000700101012022202288595464832                                                        Maria da Silva3112196900000007001                                                        Josefa Pereira01000625.96110502202431122024000000000000000000005555407022CD93331287292904430000000
2100000000700201012022202210486835211                                                     Cristiano Ronaldo3112196900000007002                                                       Roberta Barbosa01000358.48040502202431122024000000000000000000000000940715CD09649206894528320000000
2100000000700301012022202274780114440                                                      Victor Czarnobay3112196900000007003                                                       Roberta Barbosa01000116.16120502202431122024000000000000000000005555638621CC47887803113544530000000
2100000000700401012022202242829345257                                                        Maria da Silva3112196900000007004                                                        Josefa Pereira01000913.75090502202431122024000000000000000000005555444197PP65820744007959120000000
2100000000700501012022202285286253031                                                       Roberta Barbosa3112196900000007005                                                       Roberta Barbosa01000348.56120502202431122024000000000000000000005555706099CD04403290146699010000000
2100000000700601012022202270646349286                                                      Joana dos Santos3112196900000007006                                                       Roberta Barbosa01000644.56040502202431122024000000000000000000000000583895CD03811968529092320000000
2100000000700701012022202216874468411                                                          Alan Barbosa3112196900000007007                                                        Josefa Pereira01000395.57050502202431122024000000000000000000000000158717CC89588157842176510000000
2100000000700801012022202263701878480                                                     Cristiano Ronaldo3112196900000007008                                                       Roberta Barbosa01000858.96110502202431122024000000000000000000000000171351PP43283131993162220000000
2100000000700901012022202237889445029                                                      Joana dos Santos3112196900000007009                                                      Joana dos Santos01000730.55040502202431122024000000000000000000000000869727PP31012750174014710000000
2100000000701001012022202214528645148                                                       Roberta Barbosa3112196900000007010                                                      Joana dos Santos01000348.04100502202431122024000000000000000000009999321130PP02698093382592510000000
2100000000701101012022202270220895102                                                     Cristiano Ronaldo3112196900000007011                                                        Josefa Pereira01000875.59120502202431122024000000000000000000000000941114CC94060942644015520000000
2100000000701201012022202275317796246                                                          Alan Barbosa3112196900000007012                                                       Roberta Barbosa01000828.58080502202431122024000000000000000000005555981118PP68821454671647530000000
2100000000701301012022202235965799824                                                       Carlos Fabrício3112196900000007013                                                        Maria da Silva01001057.50100502202431122024000000000000000000009999554941PP18414970048347910000000
2100000000701401012022202228279717385                                                     Cristiano Ronaldo3112196900000007014                                                      Joana dos Santos01000776.58110502202431122024000000000000000000005555949611CC96887869897548430000000
2100000000701501012022202220490151167                                                       Carlos Fabrício3112196900000007015                                                       Roberta Barbosa01000899.33080502202431122024000000000000000000009999348774PP13558092413034930000000
2100000000701601012022202246046122161                                                     Cristiano Ronaldo3112196900000007016                                                      Joana dos Santos01001176.84090502202431122024000000000000000000009999452735CC71347039861224530000000
2100000000701701012022202276805474534                                                          Alan Barbosa3112196900000007017                                                      Joana dos Santos01001206.60060502202431122024000000000000000000000000799354PP28554379253913520000000
2100000000701801012022202265880904662                                                       Carlos Fabrício3112196900000007018                                                       Roberta Barbosa01000246.99010502202431122024000000000000000000000000419544CC01457467283856810000000
2100000000701901012022202205392293929                                                      Victor Czarnobay3112196900000007019                                                        Josefa Pereira01000773.02040502202431122024000000000000000000005555298885CC73486436861875620000000
2100000000702001012022202207520245019                                                        Pedro Monteiro3112196900000007020                                                        Maria da Silva01000245.38010502202431122024000000000000000000000000592415PP17748990575478430000000
2100000000702101012022202218094985279                                                      Victor Czarnobay3112196900000007021                                                        Josefa Pereira01000665.67100502202431122024000000000000000000009999632644PP83034886786528830000000
2100000000702201012022202237452987041                                                        Pedro Monteiro3112196900000007022                                                       Roberta Barbosa01000186.77100502202431122024000000000000000000005555892933PP99174365655746830000000
2100000000702301012022202262938347447                                                      Victor Czarnobay3112196900000007023                                                      Joana dos Santos01001124.72120502202431122024000000000000000000000000454461CC74204823938718620000000
2100000000702401012022202271065414780                                                     Cristiano Ronaldo3112196900000007024                                                        Maria da Silva01000430.29110502202431122024000000000000000000005555371757CC13782773786734220000000
2100000000702501012022202242457568999                                                          Alan Barbosa3112196900000007025                                                       Roberta Barbosa01000193.32010502202431122024000000000000000000005555972324CC22639242955371830000000
2100000000702601012022202255987822314                                                       Roberta Barbosa3112196900000007026                                                        Maria da Silva01000944.98080502202431122024000000000000000000005555825970PP90473938963626430000000
2100000000702701012022202244168715009                                                       Carlos Fabrício3112196900000007027                                                       Roberta Barbosa01001091.75030502202431122024000000000000000000000000304978PP75850113255828320000000
2100000000702801012022202261450159968                                                     Cristiano Ronaldo3112196900000007028                                                        Maria da Silva01000595.91120502202431122024000000000000000000005555430643CC74656314444343520000000
2100000000702901012022202202463922383                                                      Victor Czarnobay3112196900000007029                                                        Maria da Silva01000069.58010502202431122024000000000000000000009999950972CD26563601521337130000000
2100000000703001012022202283698197958                                                      Victor Czarnobay3112196900000007030                                                        Josefa Pereira01000837.73120502202431122024000000000000000000000000781179CD86965805358804630000000
2100000000703101012022202237737227749                                                     Cristiano Ronaldo3112196900000007031                                                       Roberta Barbosa01000705.47120502202431122024000000000000000000000000939640PP94857762941807910000000
2100000000703201012022202218522301125                                                          Alan Barbosa3112196900000007032                                                      Joana dos Santos01000743.67120502202431122024000000000000000000000000891223CC17580632887430220000000
2100000000703301012022202232199907603                                                        Maria da Silva3112196900000007033                                                      Joana dos Santos01000266.98120502202431122024000000000000000000000000020248PP30884184019893330000000
2100000000703401012022202285738620944                                                      Joana dos Santos3112196900000007034                                                        Maria da Silva01000741.54120502202431122024000000000000000000005555900100CD53964350184861510000000
2100000000703501012022202282118222467                                                        Pedro Monteiro3112196900000007035                                                       Roberta Barbosa01000705.58070502202431122024000000000000000000009999731281CC36636436082699610000000
2100000000703601012022202206567398483                                                     Cristiano Ronaldo3112196900000007036                                                       Roberta Barbosa01000176.77090502202431122024000000000000000000000000440289PP75345066889837830000000
2100000000703701012022202229711529264                                                      Victor Czarnobay3112196900000007037                                                        Maria da Silva01000190.36020502202431122024000000000000000000005555626018CC10430125909030910000000
2100000000703801012022202251376524161                                                      Joana dos Santos3112196900000007038                                                        Josefa Pereira01000444.49040502202431122024000000000000000000005555420981PP19005853064402820000000
2100000000703901012022202275422065067                                                      Victor Czarnobay3112196900000007039                                                      Joana dos Santos01000879.50030502202431122024000000000000000000005555406396PP40823704929254020000000
2100000000704001012022202272065151547                                                      Victor Czarnobay3112196900000007040                                                      Joana dos Santos01000016.69070502202431122024000000000000000000005555339241PP81589123859971130000000
2100000000704101012022202229818139751                                                        Pedro Monteiro3112196900000007041                                                      Joana dos Santos01000838.62010502202431122024000000000000000000005555707087CC74696756952745010000000
2100000000704201012022202224934452019                                                        Josefa Pereira3112196900000007042                                                        Maria da Silva01000846.10010502202431122024000000000000000000005555017109PP17228265903882030000000
2100000000704301012022202264639749817                                                          Alan Barbosa3112196900000007043                                                       Roberta Barbosa01000085.53120502202431122024000000000000000000005555525817CC49250673971826030000000
2100000000704401012022202264493095358                                                       Roberta Barbosa3112196900000007044                                                        Maria da Silva01000552.92050502202431122024000000000000000000005555164095PP01930970615493230000000
2100000000704501012022202244689450782                                                        Maria da Silva3112196900000007045                                                        Josefa Pereira01000732.35110502202431122024000000000000000000000000661229PP13507823411043720000000
