1106022024446954311                                      ARQUIVOCAIXA1234500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2100000000072901012022202297151703761                                                        Pedro Monteiro3112196900000000729                                                        Josefa Pereira01000337.61040502202431122024000000000000000000000000977377PP17244807039230620000000
2100000000073001012022202210845605167                                                       Roberta Barbosa3112196900000000730                                                        Maria da Silva01000413.92050502202431122024000000000000000000005555790002CC21475090235754820000000
2100000000073101012022202255263679873                                                        Josefa Pereira3112196900000000731                                                        Josefa Pereira01000080.45010502202431122024000000000000000000009999465899CD61181769536789220000000
2100000000073201012022202216500709427                                                        Pedro Monteiro3112196900000000732                                                        Maria da Silva01000925.57120502202431122024000000000000000000005555793857PP11681325342328210000000
2100000000073301012022202246693400722                                                          Alan Barbosa3112196900000000733                                                        Josefa Pereira01000757.67060502202431122024000000000000000000005555873695PP64118885046748530000000
2100000000073401012022202202734172268                                                      Joana dos Santos3112196900000000734                                                       Roberta Barbosa01001079.71070502202431122024000000000000000000005555110159CD33561598948071620000000
2100000000073501012022202273504037506                                                      Victor Czarnobay3112196900000000735                                                       Roberta Barbosa01000348.63040502202431122024000000000000000000000000500840CC09216646382800030000000
2100000000073601012022202250522369498                                                      Joana dos Santos3112196900000000736                                                        Maria da Silva01000346.68020502202431122024000000000000000000000000110410PP22190292853305810000000
2100000000073701012022202213439733738                                                        Maria da Silva3112196900000000737                                                        Josefa Pereira01000366.27050502202431122024000000000000000000005555531786CC33262367243895820000000
2100000000073801012022202203815303548                                                          Alan Barbosa3112196900000000738                                                      Joana dos Santos01000921.20010502202431122024000000000000000000005555215547CC87512319702638630000000
2100000000073901012022202234109580301                                                          Alan Barbosa3112196900000000739                                                        Maria da Silva01000928.82070502202431122024000000000000000000005555259509PP96322826061346430000000
2100000000074001012022202280853210610                                                       Roberta Barbosa3112196900000000740                                                      Joana dos Santos01000994.73080502202431122024000000000000000000009999942974PP29359042253932620000000
2100000000074101012022202248637269597                                                       Roberta Barbosa3112196900000000741                                                       Roberta Barbosa01000307.70100502202431122024000000000000000000000000684216CD82753964394804710000000
2100000000074201012022202204457118036                                                        Josefa Pereira3112196900000000742                                                      Joana dos Santos01000008.01050502202431122024000000000000000000005555766385CC56834969292464520000000
2100000000074301012022202283643471198                                                     Cristiano Ronaldo3112196900000000743                                                        Josefa Pereira01000010.67110502202431122024000000000000000000005555589531CD01716008984563720000000
2100000000074401012022202257328273618                                                        Pedro Monteiro3112196900000000744                                                      Joana dos Santos01000244.89090502202431122024000000000000000000000000711665CC82950604738221620000000
2100000000074501012022202214566483449                                                        Josefa Pereira3112196900000000745                                                      Joana dos Santos01000432.16010502202431122024000000000000000000005555143866CD50330038770198830000000
2100000000074601012022202243172594686                                                        Maria da Silva3112196900000000746                                                       Roberta Barbosa01000762.71080502202431122024000000000000000000005555759272CC97539876783482810000000
2100000000074701012022202234823592509                                                       Roberta Barbosa3112196900000000747                                                        Josefa Pereira01000167.12020502202431122024000000000000000000005555425700PP75867933161468530000000
2100000000074801012022202223128373505                                                       Roberta Barbosa3112196900000000748                                                       Roberta Barbosa01000462.13090502202431122024000000000000000000005555832983CD67546996906835210000000
2100000000074901012022202212185602821                                                      Joana dos Santos3112196900000000749                                                      Joana dos Santos01000178.59100502202431122024000000000000000000009999960427CC77521028211721520000000
2100000000075001012022202211849244274                                                      Joana dos Santos3112196900000000750                                                        Josefa Pereira01000955.52020502202431122024000000000000000000009999782740PP59599775971356730000000
2100000000075101012022202236141150420                                                      Joana dos Santos3112196900000000751                                                        Maria da Silva01000166.25060502202431122024000000000000000000005555771081CC13963975328706820000000
2100000000075201012022202289894916889                                                        Maria da Silva3112196900000000752                                                      Joana dos Santos01000080.20100502202431122024000000000000000000005555710015CC40203403098186230000000
2100000000075301012022202222421569421                                                        Josefa Pereira3112196900000000753                                                       Roberta Barbosa01000906.85020502202431122024000000000000000000009999672033CD45060552849224020000000
2100000000075401012022202278550637771                                                     Cristiano Ronaldo3112196900000000754                                                      Joana dos Santos01000687.39010502202431122024000000000000000000009999413789PP68184678600931510000000
2100000000075501012022202288022822724                                                     Cristiano Ronaldo3112196900000000755                                                       Roberta Barbosa01000616.73080502202431122024000000000000000000005555205889PP28650947942006610000000
2100000000075601012022202233616651725                                                       Carlos Fabrício3112196900000000756                                                        Josefa Pereira01000829.83100502202431122024000000000000000000005555473893PP70706967798773030000000
2100000000075701012022202202010683910                                                     Cristiano Ronaldo3112196900000000757                                                        Maria da Silva01000244.42040502202431122024000000000000000000005555265581CC58763014508216830000000
2100000000075801012022202243493730058                                                          Alan Barbosa3112196900000000758                                                        Josefa Pereira01001113.48060502202431122024000000000000000000000000312366CD89083618283600830000000
2100000000075901012022202227216639504                                                        Maria da Silva3112196900000000759                                                      Joana dos Santos01000654.03070502202431122024000000000000000000009999547969CC98061850320778410000000
2100000000076001012022202294988686230                                                          Alan Barbosa3112196900000000760                                                        Maria da Silva01001000.59010502202431122024000000000000000000000000930830CD76414224444715530000000
2100000000076101012022202213662127966                                                       Roberta Barbosa3112196900000000761                                                        Maria da Silva01000794.80010502202431122024000000000000000000009999667865CC43656929518447530000000
2100000000076201012022202261445523241                                                          Alan Barbosa3112196900000000762                                                        Maria da Silva01000614.32020502202431122024000000000000000000000000264126CD60681386703710020000000
2100000000076301012022202210206883227                                                        Josefa Pereira3112196900000000763                                                        Maria da Silva01000013.51060502202431122024000000000000000000009999590936CC13375529795470910000000
2100000000076401012022202207425084594                                                       Carlos Fabrício3112196900000000764                                                       Roberta Barbosa01000105.56090502202431122024000000000000000000000000622401PP45417727301362530000000
2100000000076501012022202296709953761                                                       Carlos Fabrício3112196900000000765                                                       Roberta Barbosa01000073.59030502202431122024000000000000000000000000557205PP31056066905874220000000
2100000000076601012022202221680462505                                                        Pedro Monteiro3112196900000000766                                                       Roberta Barbosa01000799.61070502202431122024000000000000000000005555603156CC36384556103108130000000
2100000000076701012022202221341653249                                                      Joana dos Santos3112196900000000767                                                        Josefa Pereira01000114.27060502202431122024000000000000000000009999787971PP41336187570907730000000
2100000000076801012022202235259691215                                                     Cristiano Ronaldo3112196900000000768                                                        Josefa Pereira01000126.01040502202431122024000000000000000000005555488921PP93411364322138110000000
2100000000076901012022202247714927543                                                       Carlos Fabrício3112196900000000769                                                       Roberta Barbosa01001142.76020502202431122024000000000000000000005555000679PP46506400152826110000000
2100000000077001012022202258046132085                                                      Victor Czarnobay3112196900000000770                                                        Maria da Silva01000103.65030502202431122024000000000000000000005555407093CD35668231970545610000000
2100000000077101012022202271845748489                                                      Joana dos Santos3112196900000000771                                                        Josefa Pereira01001016.41020502202431122024000000000000000000000000086022CD51031382551420330000000
2100000000077201012022202272077247177                                                      Joana dos Santos3112196900000000772                                                        Maria da Silva01000786.84050502202431122024000000000000000000005555422423PP23162343898010910000000
2100000000077301012022202222668760854                                                       Carlos Fabrício3112196900000000773                                                       Roberta Barbosa01000882.55010502202431122024000000000000000000009999023230CD73746302334393830000000
2100000000077401012022202275000116908                                                       Roberta Barbosa3112196900000000774                                                      Joana dos Santos01000100.34060502202431122024000000000000000000000000941915CD33466528579715210000000
2100000000077501012022202271195176811                                                          Alan Barbosa3112196900000000775                                                      Joana dos Santos01000342.28050502202431122024000000000000000000000000089113PP71760348201636120000000
2100000000077601012022202250444651070                                                       Roberta Barbosa3112196900000000776                                                       Roberta Barbosa01000697.94080502202431122024000000000000000000005555339163PP26400944485977930000000
2100000000077701012022202227431775575                                                        Maria da Silva3112196900000000777                                                      Joana dos Santos01000698.26100502202431122024000000000000000000000000148763PP47247818755331330000000
2100000000077801012022202206819889941                                                        Maria da Silva3112196900000000778                                                       Roberta Barbosa01001113.74050502202431122024000000000000000000000000498519PP16817170714048510000000
2100000000077901012022202298798163635                                                      Joana dos Santos3112196900000000779                                                      Joana dos Santos01001118.75010502202431122024000000000000000000009999831946CC31043765465993720000000
2100000000078001012022202200509153259                                                      Joana dos Santos3112196900000000780                                                       Roberta Barbosa01000659.18100502202431122024000000000000000000005555950881CC63717385116735930000000
2100000000078101012022202293493195461                                                        Pedro Monteiro3112196900000000781                                                        Josefa Pereira01001057.95020502202431122024000000000000000000000000456269CD26549268459110820000000
2100000000078201012022202285448380292                                                          Alan Barbosa3112196900000000782                                                       Roberta Barbosa01000300.06120502202431122024000000000000000000009999537183CC80944153181071720000000
2100000000078301012022202238520270904                                                        Josefa Pereira3112196900000000783                                                        Josefa Pereira01000646.38070502202431122024000000000000000000005555730304PP02113734655311220000000
2100000000078401012022202221181280987                                                        Pedro Monteiro3112196900000000784                                                      Joana dos Santos01000697.01090502202431122024000000000000000000000000906190PP79682864683874910000000
2100000000078501012022202291296821170                                                        Maria da Silva3112196900000000785                                                        Josefa Pereira01000730.53080502202431122024000000000000000000000000452859PP41079156318291210000000
2100000000078601012022202221008680878                                                        Maria da Silva3112196900000000786                                                       Roberta Barbosa01000715.06080502202431122024000000000000000000000000064468CC80214622393448520000000
2100000000078701012022202256068679039                                                      Joana dos Santos3112196900000000787                                                        Maria da Silva01000849.06050502202431122024000000000000000000005555355256CD90184170934870630000000
2100000000078801012022202219666462986                                                        Maria da Silva3112196900000000788                                                      Joana dos Santos01000526.49120502202431122024000000000000000000005555351094CC78715476064572730000000
2100000000078901012022202209501304462                                                      Joana dos Santos3112196900000000789                                                        Maria da Silva01001048.69040502202431122024000000000000000000005555571826CD37129319069786930000000
2100000000079001012022202281010885979                                                        Josefa Pereira3112196900000000790                                                        Maria da Silva01000530.75050502202431122024000000000000000000005555305706CC55513660626739220000000
2100000000079101012022202298249100767                                                     Cristiano Ronaldo3112196900000000791                                                        Josefa Pereira01000994.43110502202431122024000000000000000000005555120638PP98891356015827720000000
2100000000079201012022202260015152481                                                     Cristiano Ronaldo3112196900000000792                                                       Roberta Barbosa01000886.54060502202431122024000000000000000000009999429302PP49302779768180830000000
2100000000079301012022202238179136513                                                        Maria da Silva3112196900000000793                                                      Joana dos Santos01000819.75060502202431122024000000000000000000000000297998PP24092444442387610000000
2100000000079401012022202281267645472                                                       Carlos Fabrício3112196900000000794                                                        Maria da Silva01000843.80110502202431122024000000000000000000005555271005PP75408116019217620000000
2100000000079501012022202240939390991                                                      Joana dos Santos3112196900000000795                                                      Joana dos Santos01000286.37120502202431122024000000000000000000005555903067CC48459180546939530000000
2100000000079601012022202295157432791                                                       Roberta Barbosa3112196900000000796                                                        Josefa Pereira01000134.15090502202431122024000000000000000000000000052728PP30516903212745030000000
2100000000079701012022202257129148060                                                          Alan Barbosa3112196900000000797                                                      Joana dos Santos01000856.16110502202431122024000000000000000000005555363104PP33301468918118510000000
2100000000079801012022202294585572252                                                      Joana dos Santos3112196900000000798                                                        Maria da Silva01000241.83070502202431122024000000000000000000005555454455CD62309297729157810000000
2100000000079901012022202252427162210                                                      Joana dos Santos3112196900000000799                                                        Josefa Pereira01000390.00060502202431122024000000000000000000005555061540CD02723946368486220000000
2100000000080001012022202291680289550                                                        Josefa Pereira3112196900000000800                                                       Roberta Barbosa01000570.29050502202431122024000000000000000000009999751427CC45330582896823530000000
2100000000080101012022202251185634813                                                     Cristiano Ronaldo3112196900000000801                                                      Joana dos Santos01000746.92070502202431122024000000000000000000005555254050CC39641313103618830000000
2100000000080201012022202287784979169                                                       Roberta Barbosa3112196900000000802                                                      Joana dos Santos01000531.60060502202431122024000000000000000000000000450147CC47051868619936820000000
2100000000080301012022202295648217636                                                      Victor Czarnobay3112196900000000803                                                        Maria da Silva01000245.72100502202431122024000000000000000000005555803017CC51170890352740310000000
2100000000080401012022202268773251908                                                          Alan Barbosa3112196900000000804                                                        Josefa Pereira01001041.78020502202431122024000000000000000000005555853793CC58587740320828620000000
2100000000080501012022202243414684055                                                        Josefa Pereira3112196900000000805                                                       Roberta Barbosa01000050.47090502202431122024000000000000000000000000378963PP73913419294020120000000
2100000000080601012022202200054782621                                                       Roberta Barbosa3112196900000000806                                                        Maria da Silva01000953.89080502202431122024000000000000000000000000109925CC23654705340840020000000
2100000000080701012022202236085072648                                                        Maria da Silva3112196900000000807                                                        Maria da Silva01000957.80120502202431122024000000000000000000009999901681CC96117720847934130000000
2100000000080801012022202297528141248                                                     Cristiano Ronaldo3112196900000000808                                                        Maria da Silva01000672.13060502202431122024000000000000000000005555176732CC14093293831906030000000
2100000000080901012022202250113060146                                                        Pedro Monteiro3112196900000000809                                                      Joana dos Santos01000954.45090502202431122024000000000000000000000000140294CD21427109541124920000000
2100000000081001012022202289669161763                                                      Joana dos Santos3112196900000000810                                                        Josefa Pereira01000714.31050502202431122024000000000000000000005555716503CD46898521381569130000000
2100000000081101012022202273947279984                                                      Joana dos Santos3112196900000000811                                                       Roberta Barbosa01000791.66110502202431122024000000000000000000009999326403PP14159915348013330000000
2100000000081201012022202276108319386                                                      Joana dos Santos3112196900000000812                                                      Joana dos Santos01000052.74110502202431122024000000000000000000000000992507CC81114464315466010000000
2100000000081301012022202207252015517                                                       Carlos Fabrício3112196900000000813                                                       Roberta Barbosa01001207.11080502202431122024000000000000000000005555787092PP89765730853883110000000
2100000000081401012022202218922134810                                                      Joana dos Santos3112196900000000814                                                        Josefa Pereira01000763.12030502202431122024000000000000000000005555560029CD40293210151928610000000
2100000000081501012022202282360503197                                                        Maria da Silva3112196900000000815                                                        Maria da Silva01001051.12060502202431122024000000000000000000005555862231PP21222220098605530000000
2100000000081601012022202257909852524                                                      Victor Czarnobay3112196900000000816                                                       Roberta Barbosa01000946.17080502202431122024000000000000000000005555807204PP68444508508422120000000
2100000000081701012022202255299346131                                                       Roberta Barbosa3112196900000000817                                                        Josefa Pereira01000635.82110502202431122024000000000000000000005555488330PP07393478893758010000000
2100000000081801012022202242342990266                                                       Roberta Barbosa3112196900000000818                                                      Joana dos Santos01000585.90110502202431122024000000000000000000005555384571PP12689365638837810000000
2100000000081901012022202285521642117                                                        Pedro Monteiro3112196900000000819                                                      Joana dos Santos01001042.88100502202431122024000000000000000000005555836059PP52917742234230210000000
2100000000082001012022202218862161791                                                        Pedro Monteiro3112196900000000820                                                        Maria da Silva01000815.73080502202431122024000000000000000000009999303351CC93841132906862010000000
2100000000082101012022202231276629334                                                        Maria da Silva3112196900000000821                                                        Josefa Pereira01001039.43100502202431122024000000000000000000009999283670CD84496634673811630000000
2100000000082201012022202272234290417                                                        Pedro Monteiro3112196900000000822                                                        Maria da Silva01000403.70050502202431122024000000000000000000005555587897PP17795185056259810000000
2100000000082301012022202241709632783                                                          Alan Barbosa3112196900000000823                                                      Joana dos Santos01000623.51050502202431122024000000000000000000005555189797CC53563561931344120000000
2100000000082401012022202250987024916                                                        Josefa Pereira3112196900000000824                                                      Joana dos Santos01000718.90120502202431122024000000000000000000000000640108PP13266438060032610000000
2100000000082501012022202271226025245                                                       Roberta Barbosa3112196900000000825                                                       Roberta Barbosa01000939.15030502202431122024000000000000000000000000801741CC65964741289236530000000
2100000000082601012022202208645063378                                                          Alan Barbosa3112196900000000826                                                       Roberta Barbosa01000725.05110502202431122024000000000000000000000000272534CD65786966419208830000000
2100000000082701012022202283754957137                                                        Pedro Monteiro3112196900000000827                                                        Maria da Silva01000452.00060502202431122024000000000000000000005555648509PP54047163088675110000000
2100000000082801012022202226412600319                                                          Alan Barbosa3112196900000000828                                                        Josefa Pereira01000455.34100502202431122024000000000000000000000000218087CC62100841075490110000000
2100000000082901012022202295664824708                                                        Pedro Monteiro3112196900000000829                                                        Maria da Silva01000020.66070502202431122024000000000000000000009999330436CC07141870438759830000000
2100000000083001012022202252228044936                                                          Alan Barbosa3112196900000000830                                                       Roberta Barbosa01001151.54050502202431122024000000000000000000009999146567CD87826977207696930000000
2100000000083101012022202200988028955                                                        Pedro Monteiro3112196900000000831                                                        Maria da Silva01000367.30010502202431122024000000000000000000005555363481CC13820018885372630000000
2100000000083201012022202209361869796                                                      Victor Czarnobay3112196900000000832                                                      Joana dos Santos01001064.68110502202431122024000000000000000000009999231355PP92596379602838010000000
2100000000083301012022202241057600116                                                      Joana dos Santos3112196900000000833                                                      Joana dos Santos01000395.66030502202431122024000000000000000000005555650373PP27893463857940620000000
2100000000083401012022202202891541232                                                       Carlos Fabrício3112196900000000834                                                       Roberta Barbosa01000227.07120502202431122024000000000000000000005555898293CD98170994171265810000000
2100000000083501012022202200453786766                                                      Victor Czarnobay3112196900000000835                                                        Josefa Pereira01001178.24090502202431122024000000000000000000009999994915PP45838652234291130000000
2100000000083601012022202246133984694                                                          Alan Barbosa3112196900000000836                                                        Maria da Silva01000445.68020502202431122024000000000000000000005555022435CD05985919752451410000000
2100000000083701012022202296413686649                                                       Carlos Fabrício3112196900000000837                                                      Joana dos Santos01001048.19090502202431122024000000000000000000000000919858CD49856823633169310000000
2100000000083801012022202205936441032                                                       Roberta Barbosa3112196900000000838                                                        Josefa Pereira01000844.83060502202431122024000000000000000000005555992960CD06870234206245420000000
2100000000083901012022202203057297014                                                        Josefa Pereira3112196900000000839                                                       Roberta Barbosa01000827.22050502202431122024000000000000000000009999110977PP94096278484896120000000
2100000000084001012022202226872034899                                                      Victor Czarnobay3112196900000000840                                                        Maria da Silva01000983.61020502202431122024000000000000000000005555809296PP21450733968982510000000
2100000000084101012022202210420759246                                                      Joana dos Santos3112196900000000841                                                        Josefa Pereira01000926.09070502202431122024000000000000000000005555911110CC98430204376677210000000
2100000000084201012022202291326860513                                                        Maria da Silva3112196900000000842                                                        Josefa Pereira01000453.34040502202431122024000000000000000000005555576105PP13889464631287420000000
2100000000084301012022202252255032108                                                     Cristiano Ronaldo3112196900000000843                                                       Roberta Barbosa01000522.39040502202431122024000000000000000000000000211910PP83755263246478710000000
2100000000084401012022202205377428914                                                     Cristiano Ronaldo3112196900000000844                                                       Roberta Barbosa01000141.30040502202431122024000000000000000000009999267302CC03699768632930320000000
2100000000084501012022202227679243750                                                          Alan Barbosa3112196900000000845                                                       Roberta Barbosa01000371.46050502202431122024000000000000000000009999939044PP06602093074363310000000
2100000000084601012022202222844172430                                                        Pedro Monteiro3112196900000000846                                                       Roberta Barbosa01000501.46110502202431122024000000000000000000000000134568CD59492479224938410000000
2100000000084701012022202293814196946                                                       Carlos Fabrício3112196900000000847                                                      Joana dos Santos01001054.38040502202431122024000000000000000000009999922964CD98659101275061530000000
2100000000084801012022202287134466542                                                       Carlos Fabrício3112196900000000848                                                        Josefa Pereira01000992.99040502202431122024000000000000000000005555626561CD33211248340031720000000
2100000000084901012022202250616355970                                                        Pedro Monteiro3112196900000000849                                                       Roberta Barbosa01000498.06020502202431122024000000000000000000005555695569PP64819197682050710000000
2100000000085001012022202251775507724                                                          Alan Barbosa3112196900000000850                                                        Josefa Pereira01000587.28080502202431122024000000000000000000000000615032CC27165309442142130000000
2100000000085101012022202294386382348                                                          Alan Barbosa3112196900000000851                                                       Roberta Barbosa01000903.55040502202431122024000000000000000000000000281361PP70171897913764010000000
2100000000085201012022202239288834524                                                      Victor Czarnobay3112196900000000852                                                       Roberta Barbosa01000198.03040502202431122024000000000000000000000000107621CC00847365584358630000000
2100000000085301012022202295346703721                                                      Victor Czarnobay3112196900000000853                                                        Maria da Silva01000913.24010502202431122024000000000000000000000000169302CC94728714771829520000000
2100000000085401012022202224389485578                                                     Cristiano Ronaldo3112196900000000854                                                       Roberta Barbosa01000217.75120502202431122024000000000000000000000000312579PP66518414928910820000000
2100000000085501012022202244504960892                                                        Maria da Silva3112196900000000855                                                       Roberta Barbosa01000998.40070502202431122024000000000000000000005555558657PP36784560420546710000000
2100000000085601012022202230024167697                                                        Maria da Silva3112196900000000856                                                       Roberta Barbosa01000024.59030502202431122024000000000000000000000000907849CD28905369096330010000000
2100000000085701012022202223914168953                                                        Pedro Monteiro3112196900000000857                                                        Maria da Silva01000571.39060502202431122024000000000000000000000000481531PP86241081093309110000000
2100000000085801012022202214479890376                                                       Roberta Barbosa3112196900000000858                                                      Joana dos Santos01000892.72030502202431122024000000000000000000005555159587CC42611784343283630000000
2100000000085901012022202245326758643                                                       Roberta Barbosa3112196900000000859                                                        Maria da Silva01001149.13010502202431122024000000000000000000005555364896CD06261483244318530000000
2100000000086001012022202248469378547                                                      Joana dos Santos3112196900000000860                                                      Joana dos Santos01000023.43080502202431122024000000000000000000000000918702CC32951154964021930000000
2100000000086101012022202274624727485                                                      Victor Czarnobay3112196900000000861                                                        Josefa Pereira01000792.76120502202431122024000000000000000000000000560077CD92248935313829720000000
2100000000086201012022202297671866678                                                        Maria da Silva3112196900000000862                                                       Roberta Barbosa01000740.70010502202431122024000000000000000000009999576072PP54714259988828830000000
2100000000086301012022202285183863128                                                       Roberta Barbosa3112196900000000863                                                       Roberta Barbosa01000760.02080502202431122024000000000000000000005555369916PP90175831490339820000000
2100000000086401012022202232643811075                                                      Joana dos Santos3112196900000000864                                                        Maria da Silva01001095.66110502202431122024000000000000000000009999284372PP71663765094641920000000
2100000000086501012022202269789696140                                                        Pedro Monteiro3112196900000000865                                                      Joana dos Santos01001027.38080502202431122024000000000000000000005555821257PP67564909069088310000000
2100000000086601012022202220792221766                                                     Cristiano Ronaldo3112196900000000866                                                      Joana dos Santos01000351.54040502202431122024000000000000000000000000197705PP01519728174787220000000
2100000000086701012022202236553852458                                                      Joana dos Santos3112196900000000867                                                        Maria da Silva01001130.98020502202431122024000000000000000000005555679881CD28889633046559020000000
2100000000086801012022202252999165728                                                        Josefa Pereira3112196900000000868                                                        Josefa Pereira01000230.37060502202431122024000000000000000000000000112557CD42207125423254230000000
2100000000086901012022202222348897359                                                        Pedro Monteiro3112196900000000869                                                        Josefa Pereira01000083.77040502202431122024000000000000000000005555541906CC89930336859999310000000
2100000000087001012022202287576161745                                                        Maria da Silva3112196900000000870                                                        Maria da Silva01001211.15090502202431122024000000000000000000000000718583CC17525951915752920000000
2100000000087101012022202215559437360                                                        Josefa Pereira3112196900000000871                                                      Joana dos Santos01000895.66110502202431122024000000000000000000009999731965CD81186744746980110000000
2100000000087201012022202223687780103                                                       Carlos Fabrício3112196900000000872                                                        Josefa Pereira01000113.66010502202431122024000000000000000000000000964710CC90699946358716720000000
2100000000087301012022202250273346048                                                      Joana dos Santos3112196900000000873                                                      Joana dos Santos01000431.02070502202431122024000000000000000000000000609749CD94662924798076230000000
2100000000087401012022202292963228223                                                        Maria da Silva3112196900000000874                                                        Maria da Silva01000314.54050502202431122024000000000000000000009999981728CC52102117263977030000000
2100000000087501012022202290243023283                                                       Carlos Fabrício3112196900000000875                                                      Joana dos Santos01000080.36120502202431122024000000000000000000005555221387PP31473085411245810000000
2100000000087601012022202261693829690                                                     Cristiano Ronaldo3112196900000000876                                                        Josefa Pereira01000397.19120502202431122024000000000000000000005555088542CC69488823223541720000000
2100000000087701012022202299732970918                                                        Maria da Silva3112196900000000877                                                        Maria da Silva01000389.44030502202431122024000000000000000000009999054195PP54916877861440130000000
2100000000087801012022202275079396231                                                     Cristiano Ronaldo3112196900000000878                                                      Joana dos Santos01000002.46120502202431122024000000000000000000005555343966CC26901861101532320000000
2100000000087901012022202212627906253                                                        Josefa Pereira3112196900000000879                                                       Roberta Barbosa01000281.64060502202431122024000000000000000000000000539347PP31087108011123420000000
2100000000088001012022202237938041423                                                      Victor Czarnobay3112196900000000880                                                        Maria da Silva01001013.92040502202431122024000000000000000000005555084841CC95121192558119510000000
2100000000088101012022202264343746703                                                        Josefa Pereira3112196900000000881                                                      Joana dos Santos01000391.37040502202431122024000000000000000000005555426024PP47122513612536010000000
2100000000088201012022202272597657012                                                      Joana dos Santos3112196900000000882                                                      Joana dos Santos01000775.80090502202431122024000000000000000000000000937323CC28009750476654030000000
2100000000088301012022202232303240238                                                        Maria da Silva3112196900000000883                                                      Joana dos Santos01000762.33090502202431122024000000000000000000005555364963CC14929979051864420000000
2100000000088401012022202254550073940                                                      Joana dos Santos3112196900000000884                                                      Joana dos Santos01000962.78120502202431122024000000000000000000009999507621PP54199543790136730000000
2100000000088501012022202274027680827                                                        Maria da Silva3112196900000000885                                                      Joana dos Santos01000498.49040502202431122024000000000000000000000000641145PP69218428435631620000000
2100000000088601012022202295513413375                                                        Pedro Monteiro3112196900000000886                                                       Roberta Barbosa01000403.01110502202431122024000000000000000000005555076986PP90173488075763210000000
2100000000088701012022202255186856084                                                        Maria da Silva3112196900000000887                                                        Josefa Pereira01000076.40100502202431122024000000000000000000005555086912CC14592352839942830000000
2100000000088801012022202277232922997                                                     Cristiano Ronaldo3112196900000000888                                                      Joana dos Santos01000017.93030502202431122024000000000000000000005555326400PP14201557714414630000000
2100000000088901012022202230678868682                                                      Victor Czarnobay3112196900000000889                                                        Josefa Pereira01000655.13070502202431122024000000000000000000009999359060CD46066536532393910000000
